Minimum_Temperature,Maximum_Temperature,Temperature,Dew_Point,Relative_Humidity,Wind_Speed,Wind_Direction,Precipitation,Visibility,Cloud_Cover,Sea_Level_Pressure,Weather_Type
82.2,82.2,82.2,80.2,93.51,0,0,0,1.6,77.8,1005.6,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,0,0,0,2.5,50,1005,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,0,0,0,2.5,50,1005,Smoke Or Haze
81.6,81.6,81.6,79.4,93.16,0,,0,2.5,50.4,1005.1,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,40,0,2.5,50,1005,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,0,0,0,2.5,50,1005,Smoke Or Haze
80.2,80.2,80.2,78.2,93.89,0.8,50,0,2.5,77.8,1005.6,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,5.8,40,0,2.5,89,1006,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,8.1,80,0,2.5,89,1006,Smoke Or Haze
84.3,84.3,84.3,78.6,83.23,3.2,87,0,2.7,89.9,1007.2,"Drizzle, Smoke Or Haze"
86,86,86,78.8,79.2,9.2,50,0,2.5,89,1007,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,13.9,90,0,1.9,100,1007,Light Rain
82.4,82.4,82.4,77.7,85.83,5.7,81,0.01,2.3,100,1006.3,"Thunderstorm, Light Rain"
82.4,82.4,82.4,78.8,88.92,9.2,70,0,1.9,100,1005,Light Rain
80.6,80.6,80.6,77,88.84,11.4,80,0,1.9,100,1004,Light Rain
79.8,79.8,79.8,77.1,91.64,8.6,70,0,1.5,100,1003.3,Light Rain
82.4,82.4,82.4,78.8,88.92,11.4,70,0,1.9,100,1003,Light Rain
82.4,82.4,82.4,78.8,88.92,11.4,70,0,2.5,89,1003,Smoke Or Haze
79.9,79.9,79.9,76.7,89.88,6.8,51,0.02,1.4,98,1002.6,"Light Drizzle, Light Rain, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,13.9,60,0,1.9,89,1003,Smoke Or Haze
80.6,80.6,80.6,77,88.84,15,70,0,1.9,100,1003,Light Rain
80.2,80.2,80.2,77.4,91.25,9.7,59,0.12,2.3,100,1003.1,Light Rain
80.6,80.6,80.6,77,88.84,15,100,0,1.9,100,1004,Light Rain
78.8,78.8,78.8,77,94.23,15,130,0,1.9,100,1005,Light Rain
78.6,78.6,78.6,76.8,94.2,10.5,134,0.01,2.3,100,1004.9,"Light Drizzle, Rain, Light Rain"
78.8,78.8,78.8,77,94.23,16.1,130,0,1.9,100,1005,Light Rain
78.8,78.8,78.8,77,94.23,12.8,140,0,1.9,100,1005,Light Rain
77.8,77.8,77.8,76.6,96.13,7.9,140,0,2.3,100,1004.4,"Light Rain, Sky Coverage Increasing"
78.8,78.8,78.8,77,94.23,6.9,140,0,1.9,100,1004,Light Rain
78.8,78.8,78.8,75.2,88.76,10.3,140,0,1.9,100,1005,Thunderstorm
77.1,77.1,77.1,75.7,95.21,5.4,157,1.6,1.4,100,1005.8,"Thunderstorm, Rain, Light Rain"
78.8,78.8,78.8,77,94.23,10.3,140,0,1.2,100,1006,Thunderstorm
78.8,78.8,78.8,77,94.23,11.4,140,0,0.6,100,1007,Thunderstorm
78,78,78,77.2,97.31,7.1,138,1.11,2.1,100,1008.5,"Thunderstorm, Rain, Light Rain"
80.6,80.6,80.6,77,88.84,16.1,140,0,1.2,100,1008,Light Rain
80.6,80.6,80.6,77,88.84,9.2,120,0,1.2,100,1008,Light Rain
79.5,79.5,79.5,78.1,95.27,3.9,112,0.27,2.1,100,1008.4,Light Rain
80.6,80.6,80.6,78.8,94.27,9.2,120,0,1.2,100,1007,Light Rain
80.6,80.6,80.6,77,88.84,4.7,110,0,1.9,100,1006,Light Rain
79.8,79.8,79.8,79,97.33,3.3,112,0.39,1.5,100,1005.5,Light Rain
82.4,82.4,82.4,78.8,88.92,5.8,120,0,1.9,100,1005,Light Rain
82.4,82.4,82.4,78.8,88.92,5.8,120,0,1.9,100,1005,Light Rain
80.7,80.7,80.7,78.3,92.57,2.9,132,0,2.3,90,1006.2,"Rain, Light Rain, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,3.4,140,0,1.9,89,1006,Smoke Or Haze
80.6,80.6,80.6,77,88.84,5.8,130,0,2.5,89,1007,Smoke Or Haze
79.4,79.4,79.4,77.2,92.98,2.2,99,0,2.5,89.8,1008.6,"Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,4.7,110,0,2.5,89,1009,Smoke Or Haze
80.6,80.6,80.6,77,88.84,4.7,140,0,2.5,89,1008,Smoke Or Haze
79.4,79.4,79.4,77.4,93.74,1,130,0,2.5,89.8,1008.6,"Light Rain, Smoke Or Haze"
78.8,78.8,78.8,77,94.23,3.4,120,0,2.5,89,1007,Light Rain
78.8,78.8,78.8,77,94.23,3.4,120,0,1.9,89,1007,Light Rain
78.8,78.8,78.8,77.9,97.19,0.5,,0.1,2.2,91.2,1007.1,"Light Rain, Sky Coverage Increasing"
80.6,80.6,80.6,77,88.84,4.7,130,0,1.9,89,1007,Smoke Or Haze
80.6,80.6,80.6,77,88.84,5.8,140,0,1.9,89,1007,Smoke Or Haze
79.8,79.8,79.8,78.1,94.5,2.1,140,0,2.3,82.7,1008.2,"Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,4.7,140,0,2.5,89,1009,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,5.8,130,0,2.5,89,1010,Smoke Or Haze
83.5,83.5,83.5,80.4,90.49,2,170,0,2.5,68.9,1010.8,"Rain, Smoke Or Haze"
87.8,87.8,87.8,82.4,84.11,8.1,150,0,2.5,89,1011,Smoke Or Haze
89.6,89.6,89.6,82.4,79.47,4.7,150,0,2.5,89,1010,Smoke Or Haze
89.8,89.8,89.8,81.7,77.36,2.2,148,0,2.7,82.2,1009.5,Smoke Or Haze
89.6,89.6,89.6,84.2,84.22,5.8,140,0,3.1,89,1008,Smoke Or Haze
91.4,91.4,91.4,82.4,75.11,10.3,170,0,3.1,89,1007,Smoke Or Haze
89.1,89.1,89.1,80.3,75.41,3.2,136,0,2.7,89.3,1006.7,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,8.1,250,0,1.2,89,1006,Thunderstorm
82.4,82.4,82.4,78.8,88.92,3.4,180,0,1.2,89,1006,Thunderstorm
82.7,82.7,82.7,79.9,91.22,0,140,0.13,2.3,68.9,1007,"Rain, Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,0,0,0,1.9,50,1007,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,1.9,50,1008,Smoke Or Haze
82.2,82.2,82.2,79.8,92.39,1.8,138,0,1.4,57,1009.1,"Mist, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,3.4,190,0,1.9,50,1009,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,50,1009,Smoke Or Haze
81.6,81.6,81.6,79.6,93.73,0,,0,1.4,57,1009.4,"Mist, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,27.5,1009,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,27.5,1008,Smoke Or Haze
80.8,80.8,80.8,79.6,96.2,0.8,90,0,1,50.1,1008.4,"Mist, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,3.4,140,0,1.9,27.5,1008,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,130,0,1.9,27.5,1009,Smoke Or Haze
81,81,81,79,93.74,1.5,140,0,1.4,43.2,1009.2,"Mist, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,4.7,130,0,1.9,50,1010,Smoke Or Haze
86,86,86,82.4,89.07,4.7,170,0,1.9,50,1010,Smoke Or Haze
84.6,84.6,84.6,80.4,87.42,2.6,172,0.07,1.5,58.3,1011,"Mist, Smoke Or Haze"
87.8,87.8,87.8,84.2,89.14,6.9,170,0,2.5,50,1011,Smoke Or Haze
89.6,89.6,89.6,84.2,84.22,4.7,150,0,2.5,50,1010,Smoke Or Haze
90.6,90.6,90.6,80.9,73.36,3.3,152,0,2.7,56.9,1009.2,Smoke Or Haze
91.4,91.4,91.4,82.4,75.11,4.7,180,0,3.1,50,1008,Smoke Or Haze
93.2,93.2,93.2,77,59.5,8.1,180,0,3.7,50,1006,
92,92,92,77.3,62.46,2.5,171,0,3,56.8,1005.7,
93.2,93.2,93.2,78.8,63.14,5.8,160,0,4.3,50,1005,
93.2,93.2,93.2,77,59.5,4.7,190,0,4.3,50,1004,
87.9,87.9,87.9,80.2,77.94,1.9,182,0,2.7,56.8,1006,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,9.2,190,0,3.1,50,1007,Smoke Or Haze
86,86,86,80.6,84.01,5.8,190,0,2.5,27.5,1007,Smoke Or Haze
84.3,84.3,84.3,80.7,89,2.5,180,0,2.5,43.1,1008.7,Smoke Or Haze
86,86,86,82.4,89.07,5.8,180,0,2.5,50,1009,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,5.8,180,0,2.5,50,1009,Smoke Or Haze
82.8,82.8,82.8,80.2,91.88,1.8,180,0,1.6,43.1,1008.5,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,4.7,190,0,2.5,50,1008,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,3.4,180,0,2.5,50,1008,Smoke Or Haze
82.2,82.2,82.2,80.2,93.77,1,180,0,2.5,36.1,1007.7,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,2.5,50,1007,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,2.5,50,1007,Smoke Or Haze
81.2,81.2,81.2,79.2,93.73,0,0,0,2.5,43,1008.3,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,2.5,50,1008,Smoke Or Haze
86,86,86,80.6,84.01,6.9,190,0,3.1,50,1009,Smoke Or Haze
86.6,86.6,86.6,80.1,81.22,2.4,209,0,2.7,57,1010,Smoke Or Haze
91.4,91.4,91.4,80.6,70.84,10.3,240,0,3.7,50,1010,
91.4,91.4,91.4,78.8,66.78,9.2,190,0,3.7,50,1009,
92.4,92.4,92.4,80.1,67.57,2.1,165,0,2.9,56.8,1008.6,
93.2,93.2,93.2,78.8,63.14,6.9,190,0,3.7,50,1007,
93.2,93.2,93.2,78.8,63.14,9.2,190,0,3.1,50,1006,Smoke Or Haze
91.8,91.8,91.8,80.1,68.98,5,218,0,2.5,50.4,1005.5,Smoke Or Haze
91.4,91.4,91.4,78.8,66.78,10.3,170,0,2.5,50,1005,Smoke Or Haze
91.4,91.4,91.4,82.4,75.11,9.2,170,0,2.5,50,1005,Smoke Or Haze
87.6,87.6,87.6,80.9,80.83,5.9,197,0,2.5,50.2,1005.5,Smoke Or Haze
87.8,87.8,87.8,82.4,84.11,8.1,210,0,2.5,27.5,1006,Smoke Or Haze
87.8,87.8,87.8,82.4,84.11,6.9,200,0,2.5,27.5,1007,Smoke Or Haze
84.9,84.9,84.9,80.7,87.27,6.9,183,0,2.5,43,1007.6,Smoke Or Haze
86,86,86,82.4,89.07,6.9,200,0,2.5,27.5,1007,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,10.3,190,0,2.5,27.5,1007,Smoke Or Haze
84,84,84,81.3,91.71,4.3,186,0,2.5,70.6,1007,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,9.2,200,0,2.5,50,1006,Smoke Or Haze
86,86,86,82.4,89.07,8.1,210,0,1.9,89,1006,Smoke Or Haze
83.7,83.7,83.7,81,91.57,2.3,151,0,2.3,61.7,1006.8,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,4.7,210,0,1.9,89,1005,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,8.1,200,0,1.9,89,1005,Smoke Or Haze
83,83,83,80.7,92.82,3.9,226,0,2.3,42.9,1006.3,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,9.2,210,0,2.5,27.5,1006,Smoke Or Haze
87.8,87.8,87.8,82.4,84.11,10.3,200,0,2.5,27.5,1007,Smoke Or Haze
86.7,86.7,86.7,80.9,82.9,6.6,225,0,2.5,43.4,1008.1,Smoke Or Haze
91.4,91.4,91.4,84.2,79.6,12.8,210,0,2.5,50,1008,Smoke Or Haze
91.4,91.4,91.4,84.2,79.6,9.2,210,0,2.5,50,1007,Smoke Or Haze
92,92,92,81.3,71.26,6.3,225,0,2.5,70.4,1006.1,Smoke Or Haze
93.2,93.2,93.2,82.4,71.01,11.4,210,0,2.5,50,1005,Smoke Or Haze
93.2,93.2,93.2,82.4,71.01,9.2,230,0,2.5,50,1003,Smoke Or Haze
90.3,90.3,90.3,83.6,80.95,3.6,206,0,2.5,77.6,1003.2,"Thunderstorm, Smoke Or Haze"
89.6,89.6,89.6,84.2,84.22,8.1,240,0,2.5,89,1003,Thunderstorm Without Precipitation
87.8,87.8,87.8,80.6,79.33,10.3,210,0,2.5,89,1003,Smoke Or Haze
84.5,84.5,84.5,80.9,88.92,2.2,201,0.03,2.2,89.6,1004.3,Thunderstorm Without Precipitation
87.8,87.8,87.8,84.2,89.14,9.2,210,0,1.9,89,1005,Smoke Or Haze
86,86,86,82.4,89.07,8.1,200,0,2.5,89,1005,Smoke Or Haze
84.9,84.9,84.9,81.8,90.49,3.6,184,0,2.5,89.7,1006.7,"Thunderstorm Without Precipitation, Smoke Or Haze"
86,86,86,82.4,89.07,13.9,190,0,2.5,89,1006,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,3.4,340,0,2.5,89,1007,Smoke Or Haze
82.1,82.1,82.1,79,90.39,0,,0,2.3,89.6,1006.6,"Thunderstorm, Light Rain"
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,89,1006,Smoke Or Haze
80.6,80.6,80.6,77,88.84,0,0,0,1.9,89,1005,Smoke Or Haze
81.7,81.7,81.7,78.7,90.75,0,0,0,2.3,69,1005.6,"Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,0,0,0,1.9,89,1005,Smoke Or Haze
80.6,80.6,80.6,77,88.84,4.7,230,0,1.9,89,1005,Smoke Or Haze
81.2,81.2,81.2,78.6,91.85,1.8,230,0,2.3,69.1,1005.1,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,230,0,1.9,89,1006,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,5.8,230,0,1.9,89,1007,Smoke Or Haze
85.2,85.2,85.2,79.9,84.4,4,247,0,2.5,55.3,1007.7,Smoke Or Haze
87.8,87.8,87.8,84.2,89.14,4.7,240,0,2.5,50,1008,Smoke Or Haze
91.4,91.4,91.4,84.2,79.6,4.7,170,0,2.5,50,1007,Smoke Or Haze
91.4,91.4,91.4,81.5,72.9,2.8,223,0,2.5,50.7,1006.4,Smoke Or Haze
93.2,93.2,93.2,82.4,71.01,4.7,270,0,2.5,50,1005,Smoke Or Haze
93.2,93.2,93.2,84.2,75.26,5.8,260,0,2.5,50,1004,Smoke Or Haze
92,92,92,81.9,72.37,3.9,253,0,2.5,57.6,1003.9,"Thunderstorm Without Precipitation, Smoke Or Haze"
93.2,93.2,93.2,78.8,63.14,5.8,260,0,2.5,50,1003,Smoke Or Haze
91.4,91.4,91.4,78.8,66.78,4.7,200,0,2.5,50,1003,Smoke Or Haze
88.1,88.1,88.1,81.1,79.71,3.3,200,0,2.3,63.4,1004.1,"Sky Coverage Increasing, Smoke Or Haze"
89.6,89.6,89.6,86,89.22,11.4,180,0,1.9,89,1004,Thunderstorm Without Precipitation
87.9,87.9,87.9,82.5,84.12,10.3,190,0,1.9,90,1005,Thunderstorm
86.1,86.1,86.1,81.3,85.78,6.3,200,0,2.3,68.6,1007.3,"Lightning Without Thunder, Smoke Or Haze"
87.8,87.8,87.8,82.4,84.11,10.3,200,0,1.9,89,1007,Smoke Or Haze
87.8,87.8,87.8,82.4,84.11,8.1,210,0,1.9,50,1007,Smoke Or Haze
84.9,84.9,84.9,81.8,90.49,4.4,227,0,2.3,56.9,1007.3,Smoke Or Haze
86,86,86,82.4,89.07,6.9,220,0,1.9,50,1007,Smoke Or Haze
86,86,86,82.4,89.07,8.1,210,0,1.9,50,1006,Smoke Or Haze
84,84,84,82,93.6,3.6,203,0,2.3,70.6,1006.3,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,6.9,220,0,1.9,50,1006,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,6.9,230,0,1.9,50,1006,Smoke Or Haze
83,83,83,80.8,93.05,3.6,227,0,1.4,56.8,1007.2,"Mist, Smoke Or Haze"
86,86,86,82.4,89.07,8.1,210,0,1.9,50,1008,Smoke Or Haze
86,86,86,82.4,89.07,0,0,0,1.9,50,1009,Smoke Or Haze
87.3,87.3,87.3,82.1,84.58,4.6,256,0,2.5,56.8,1009.9,Smoke Or Haze
89.6,89.6,89.6,86,89.22,0,0,0,2.5,50,1009,Smoke Or Haze
89.6,89.6,89.6,86,89.22,4.7,90,0,2.5,50,1010,Smoke Or Haze
92.4,92.4,92.4,82.6,73.23,2.6,163,0,2.5,70.4,1008.9,Smoke Or Haze
93.2,93.2,93.2,84.2,75.26,0,0,0,2.5,50,1007,Smoke Or Haze
87.8,87.8,87.8,82.4,84.11,9.2,180,0,1.9,89,1006,Thunderstorm
85.6,85.6,85.6,77.8,77.66,0,0,0.01,2.3,82.6,1006.1,Thunderstorm Without Precipitation
86,86,86,78.8,79.2,0,0,0,1.9,89,1005,Smoke Or Haze
86,86,86,78.8,79.2,3.4,200,0,1.9,89,1005,Smoke Or Haze
83.4,83.4,83.4,78,83.87,1.8,178,0.01,2.3,82.8,1006.3,"Light Drizzle, Thunderstorm, Smoke Or Haze"
82.4,82.4,82.4,77,83.79,5.8,190,0,2.5,89,1006,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,180,0,2.5,89,1007,Smoke Or Haze
83,83,83,78.3,85.77,1.5,229,0,1.6,62.2,1008.6,"Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,0,0,0,2.5,50,1008,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,0,0,0,2.5,50,1008,Smoke Or Haze
83,83,83,80.2,91.18,0,,0,1.6,50,1008.8,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,2.5,50,1008,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,2.5,50,1007,Smoke Or Haze
83,83,83,80.4,91.91,0,,0,2.5,50.1,1007.4,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,0,0,0,2.5,50,1007,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,50,1007,Smoke Or Haze
81.4,81.4,81.4,79.6,94.5,0,,0,1.4,50.3,1007.7,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,1.9,50,1008,Smoke Or Haze
86,86,86,80.6,84.01,4.7,240,0,2.5,27.5,1008,Smoke Or Haze
86.6,86.6,86.6,80.1,81.16,1.5,206,0,2.5,50.5,1009.3,Smoke Or Haze
89.6,89.6,89.6,82.4,79.47,0,0,0,2.5,50,1009,Smoke Or Haze
91.4,91.4,91.4,82.4,75.11,4.7,220,0,3.1,50,1008,Smoke Or Haze
91.6,91.6,91.6,80,69.16,1.7,263,0,2.5,57.1,1007.4,Smoke Or Haze
91.4,91.4,91.4,82.4,75.11,4.7,210,0,2.5,50,1005,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,11.4,100,0,1.2,89,1005,Thunderstorm
85.2,85.2,85.2,77.5,77.81,4.7,110,0,2.1,99.7,1004.5,"Thunderstorm, Thunderstorm Without Precipitation"
84.2,84.2,84.2,80.6,88.99,4.7,150,0,1.9,100,1004,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,6.9,170,0,1.9,89,1004,Smoke Or Haze
83.7,83.7,83.7,78.3,83.8,4.1,198,0.09,2.2,94.3,1004.5,"Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,3.4,180,0,1.9,89,1004,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,4.7,200,0,1.9,89,1006,Smoke Or Haze
84.3,84.3,84.3,80.8,89.38,4.4,245,0,2.3,48,1006.1,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,4.7,210,0,1.9,89,1006,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,3.4,220,0,1.9,89,1006,Smoke Or Haze
83.1,83.1,83.1,80.1,90.42,2.6,225,0,2.3,29.3,1006.4,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,3.4,210,0,1.9,27.5,1006,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,3.4,230,0,1.9,50,1005,Smoke Or Haze
83,83,83,80.2,91.17,1.8,235,0,2.3,43,1005.4,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,190,0,1.9,50,1005,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,50,1005,Smoke Or Haze
81.4,81.4,81.4,79.9,95.06,0.8,270,0,2.3,61.7,1005.9,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,50,1006,Smoke Or Haze
86,86,86,82.4,89.07,0,0,0,1.9,27.5,1007,Smoke Or Haze
86.6,86.6,86.6,80.9,83.4,1.7,233,0,1.5,63.6,1007.6,Smoke Or Haze
91.4,91.4,91.4,84.2,79.6,3.4,280,0,2.5,50,1007,Smoke Or Haze
91.4,91.4,91.4,84.2,79.6,0,0,0,2.5,50,1007,Smoke Or Haze
93.2,93.2,93.2,79,63.49,0.9,50,0,1.6,70.4,1006,Smoke Or Haze
89.6,89.6,89.6,82.4,79.47,13.9,170,0,1.9,89,1004,Thunderstorm Without Precipitation
86,86,86,82.4,89.07,4.7,190,0,1.9,89,1003,Thunderstorm Without Precipitation
86.2,86.2,86.2,80.4,82.88,0,,0,2.3,89,1003.3,"Sky Coverage Increasing, Smoke Or Haze"
86,86,86,82.4,89.07,3.4,160,0,1.9,89,1002,Smoke Or Haze
86,86,86,82.4,89.07,0,0,0,1.9,89,1002,Smoke Or Haze
84.7,84.7,84.7,79.8,85.34,0,357,0.01,2.3,82.5,1003.3,"Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,0,0,0,1.9,89,1003,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,3.4,150,0,1.9,50,1004,Smoke Or Haze
83.4,83.4,83.4,79.3,87.43,0,0,0,1.4,50,1004.8,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,4.7,210,0,1.9,50,1005,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,4.7,210,0,1.9,50,1005,Smoke Or Haze
83.1,83.1,83.1,80.4,91.55,1.8,189,0,1.4,50,1004.8,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,220,0,1.9,50,1004,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,210,0,1.9,50,1004,Smoke Or Haze
82.2,82.2,82.2,79.6,91.92,0,0,0,1.4,43,1004.2,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,50,1003,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,50,1004,Smoke Or Haze
81.6,81.6,81.6,79.9,94.54,0,0,0,1.3,43,1004.8,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,1.2,27.5,1005,Mist
86,86,86,82.4,89.07,0,0,0,1.9,27.5,1006,Smoke Or Haze
87.2,87.2,87.2,81.5,83.04,0,357,0,2.3,29.2,1006.3,Smoke Or Haze
91.4,91.4,91.4,84.2,79.6,0,0,0,1.9,50,1006,Smoke Or Haze
91.4,91.4,91.4,80.6,70.84,0,0,0,2.5,50,1006,Smoke Or Haze
92.6,92.6,92.6,79.7,66.31,1.8,342,0,2.5,78.8,1005.1,Smoke Or Haze
95,95,95,80.6,63.35,4.7,60,0,2.5,50,1004,Smoke Or Haze
95,95,95,80.6,63.35,5.8,340,0,2.5,50,1003,Smoke Or Haze
94.5,94.5,94.5,79.8,62.74,3.7,134,0,2.5,70.8,1002.5,"Light Rain, Smoke Or Haze"
93.2,93.2,93.2,82.4,71.01,4.7,50,0,2.5,50,1001,Smoke Or Haze
91.4,91.4,91.4,80.6,70.84,3.4,180,0,1.9,50,1001,Thunderstorm Without Precipitation
89.2,89.2,89.2,81.7,78.65,1.8,19,0,2.3,57.2,1002.4,"Thunderstorm Without Precipitation, Sky Coverage Increasing"
89.6,89.6,89.6,80.6,74.95,0,0,0,1.9,50,1002,Thunderstorm Without Precipitation
89.6,89.6,89.6,80.6,74.95,3.4,230,0,1.9,50,1003,Smoke Or Haze
84.2,84.2,84.2,80.2,87.97,3.3,172,0,2.3,56.9,1004.7,"Sky Coverage Increasing, Smoke Or Haze"
87.8,87.8,87.8,80.6,79.33,6.9,200,0,1.9,50,1005,Smoke Or Haze
86,86,86,82.4,89.07,0,0,0,1.9,50,1004,Smoke Or Haze
83.4,83.4,83.4,81.3,93.39,1.1,184,0,1.4,41.6,1004.8,Smoke Or Haze
86,86,86,82.4,89.07,3.4,200,0,1.9,50,1004,Smoke Or Haze
86,86,86,84.2,94.4,0,0,0,1.9,50,1004,Smoke Or Haze
84,84,84,82.8,96.26,1,260,0,1.4,43.1,1003.8,"Mist, Smoke Or Haze"
86,86,86,84.2,94.4,0,0,0,1.9,50,1004,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,0,0,0,1.9,50,1004,Smoke Or Haze
83,83,83,81.3,94.7,1.7,316,0.01,1.4,43.7,1005.1,"Thunderstorm, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,3.4,320,0,1.2,50,1005,Mist
86,86,86,84.2,94.4,4.7,340,0,1.2,50,1006,Mist
87.2,87.2,87.2,82.2,85.27,1.2,8,0,1.3,33.6,1006.5,"Sky Coverage Increasing, Smoke Or Haze"
91.4,91.4,91.4,87.8,89.29,4.7,20,0,1.9,27.5,1006,Smoke Or Haze
91.4,91.4,91.4,86,84.32,3.4,320,0,1.9,50,1006,Smoke Or Haze
91.1,91.1,91.1,80.8,71.92,0,,0,2.3,43.6,1005.4,Smoke Or Haze
95,95,95,80.6,63.35,3.4,20,0,1.9,50,1004,Smoke Or Haze
95,95,95,78.8,59.73,0,0,0,1.9,50,1003,Smoke Or Haze
87.2,87.2,87.2,79.3,77.54,0.8,254,0.06,2.3,70.8,1002.6,"Light Rain, Smoke Or Haze"
93.2,93.2,93.2,78.8,63.14,3.4,250,0,1.9,50,1002,Smoke Or Haze
89.6,89.6,89.6,77,66.58,3.4,350,0,1.9,89,1002,Smoke Or Haze
84.3,84.3,84.3,77.8,81.03,0,357,0,2.3,82.6,1002.9,"Sky Coverage Increasing, Smoke Or Haze"
87.8,87.8,87.8,78.8,74.79,0,0,0,1.9,89,1003,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,0,0,0,1.9,89,1004,Smoke Or Haze
84,84,84,80.2,88.5,0,0,0,1.4,70.9,1005.2,Smoke Or Haze
86,86,86,80.6,84.01,0,0,0,1.9,50,1005,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,1.9,50,1005,Smoke Or Haze
82.5,82.5,82.5,80.4,93.37,0,0,0,1.4,50.1,1005.3,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,1.9,50,1005,Smoke Or Haze
86,86,86,82.4,89.07,0,0,0,1.9,50,1005,Smoke Or Haze
82.5,82.5,82.5,80.7,94.52,0,,0,1.4,50.1,1005.1,Smoke Or Haze
